,city,country,coord,id,lng,lat,currentDate,currentTemp,currentHumidity,currentClouds,currentWind
488,havelock,us,"{'lon': -76.901329, 'lat': 34.879051}",4470244,-76.9,34.88,1523725080,76.32,61,75,23.04
489,usinsk,ru,"{'lon': 57.528061, 'lat': 65.993889}",863061,57.53,65.99,1523725158,25.58,89,0,15.3
490,leningradskiy,ru,"{'lon': 178.416672, 'lat': 69.383331}",2123814,178.42,69.38,1523725159,-3.86,79,20,15.59
491,craig,us,"{'lon': -107.546448, 'lat': 40.515251}",5576064,-107.55,40.52,1523723700,33.28,52,90,5.64
493,coihueco,cl,"{'lon': -71.833328, 'lat': -36.616669}",3894406,-71.83,-36.62,1523721600,53.6,93,0,2.24
494,coari,br,"{'lon': -63.141392, 'lat': -4.085}",3664539,-63.14,-4.08,1523725160,85.61,75,44,6.87
495,soligalich,ru,"{'lon': 42.286388, 'lat': 59.077778}",491025,42.29,59.08,1523725160,34.4,78,0,10.6
496,saravan,la,"{'lon': 106.2522143, 'lat': 15.8171073}",0,106.25,15.82,1523725161,75.8,93,64,2.62
497,poya,nc,"{'lon': 165.163986, 'lat': -21.34487}",2138519,165.16,-21.34,1523725161,76.07,100,32,11.27
499,sobolevo,ru,"{'lon': 155.956757, 'lat': 54.300693}",0,155.96,54.3,1523725162,18.92,81,44,1.05
500,koshurnikovo,ru,"{'lon': 93.300003, 'lat': 54.166672}",1502389,93.3,54.17,1523725162,33.86,100,92,3.78
501,denpasar,id,"{'lon': 115.216667, 'lat': -8.65}",1645528,115.22,-8.65,1523725163,73.01,100,44,1.77
502,breves,br,"{'lon': -50.480282, 'lat': -1.68222}",3404817,-50.48,-1.68,1523725163,84.17,84,24,4.74
503,linxia,cn,"{'lon': 103.20639, 'lat': 35.600281}",1803331,103.21,35.6,1523725164,15.77,67,0,2.21
504,iguape,br,"{'lon': -47.555279, 'lat': -24.708059}",3461465,-47.56,-24.71,1523725164,73.19,100,92,9.44
505,ambulu,id,"{'lon': 113.6085612, 'lat': -8.3813553}",0,113.61,-8.38,1523725165,79.13,100,36,2.73
506,guatire,ve,"{'lon': -66.542664, 'lat': 10.4762}",3639898,-66.54,10.48,1523725200,86.0,70,20,6.93
507,andros town,bs,"{'lon': -77.76667, 'lat': 24.700001}",3572906,-77.77,24.7,1523721600,84.2,66,40,13.87
508,olafsvik,is,"{'lon': -23.714239, 'lat': 64.894524}",3414079,-23.71,64.89,1523725166,43.85,94,92,10.27
509,rovaniemi,fi,"{'lon': 25.700001, 'lat': 66.5}",638937,25.7,66.5,1523722800,44.6,39,0,5.82
511,souillac,mu,"{'lon': 57.51667, 'lat': -20.51667}",933995,57.52,-20.52,1523721600,78.8,74,75,18.34
512,santa fe,ar,"{'lon': -60.697294, 'lat': -31.6106578}",0,-60.7,-31.61,1523725168,66.71,97,88,11.39
513,innisfail,au,"{'lon': 146.033325, 'lat': -17.533331}",2162683,146.03,-17.53,1523725168,69.77,96,92,4.85
514,axim,gh,"{'lon': -2.24046, 'lat': 4.8699200000000005}",2303611,-2.24,4.87,1523725169,82.64,98,12,12.68
515,zaranj,af,"{'lon': 61.883331, 'lat': 30.966669}",1120985,61.88,30.97,1523721600,82.4,24,48,9.17
516,ballina,au,"{'lon': 153.485687, 'lat': -28.85273}",7839686,153.49,-28.85,1523725169,74.63,100,0,13.18
518,mezhevoy,ru,"{'lon': 58.781391, 'lat': 55.171108}",527263,58.78,55.17,1523725170,26.75,83,0,6.91
519,ulladulla,au,"{'lon': 150.466675, 'lat': -35.349998}",2145554,150.47,-35.35,1523723400,60.8,51,0,26.4
520,praia da vitoria,pt,"{'lon': -27.13098, 'lat': 38.740639}",8010692,-27.13,38.74,1523721600,62.6,59,40,16.42
522,sinkat,sd,"{'lon': 36.8304102, 'lat': 18.8320729}",0,36.83,18.83,1523725172,72.92,20,0,6.42
523,talhar,pk,"{'lon': 68.816673, 'lat': 24.883329}",1164045,68.82,24.88,1523725172,81.92,37,8,11.05
524,big bend,sz,"{'lon': 31.933331, 'lat': -26.816669}",935113,31.93,-26.82,1523725173,67.61,91,68,4.74
525,kathmandu,np,"{'lon': 85.316666, 'lat': 27.716667}",1283240,85.32,27.72,1523722800,60.8,63,20,5.82
527,cabra,ph,"{'lon': 120.049438, 'lat': 13.88833}",1721491,120.05,13.89,1523725174,82.82,98,8,20.45
528,fairview,ca,"{'lon': -118.386063, 'lat': 56.06675}",5951036,-118.39,56.07,1523721600,37.4,69,20,16.11
529,luanda,ao,"{'lon': 13.23432, 'lat': -8.83682}",2240449,13.23,-8.84,1523721600,84.2,74,20,9.17
530,gilbues,br,"{'lon': -45.343891, 'lat': -9.83167}",3398931,-45.34,-9.83,1523725175,86.51,59,24,8.81
531,port blair,in,"{'lon': 92.75, 'lat': 11.66667}",1259385,92.75,11.67,1523725176,84.89,100,12,0.76
532,sambava,mg,"{'lon': 50.166672, 'lat': -14.26667}",1056899,50.17,-14.27,1523725176,78.59,100,88,19.84
533,agadez,ne,"{'lon': 10.25, 'lat': 19.75}",2448083,10.25,19.75,1523725177,95.33,12,76,8.03
535,hihifo,to,"{'lon': -173.7955818, 'lat': -15.9528061}",0,-173.8,-15.95,1523725177,80.75,100,88,24.87
536,salalah,om,"{'lon': 54.092369, 'lat': 17.015051}",286621,54.09,17.02,1523721000,84.2,74,40,6.93
537,mount isa,au,"{'lon': 139.5, 'lat': -20.73333}",2065594,139.5,-20.73,1523723400,77.0,36,40,10.29
539,chapais,ca,"{'lon': -74.84919, 'lat': 49.78344}",5919850,-74.85,49.78,1523721600,6.8,46,1,9.17
540,teguise,es,"{'lon': -13.52157, 'lat': 29.182529}",6360194,-13.52,29.18,1523723400,69.8,46,20,18.34
542,javanrud,ir,"{'lon': 46.51722, 'lat': 34.796108}",130245,46.52,34.8,1523721180,57.2,58,40,6.93
543,cagayan de tawi-tawi,ph,"{'lon': 118.4747173, 'lat': 6.997029299999999}",0,118.47,7.0,1523725180,84.53,97,0,5.53
544,birao,cf,"{'lon': 22.788179, 'lat': 10.28488}",240210,22.79,10.28,1523725180,81.74,22,0,4.85
545,paris,us,"{'lon': -95.555511, 'lat': 33.660938}",4717560,-95.56,33.66,1523722500,48.27,49,1,14.99
553,raudeberg,no,"{'lon': 5.1351057, 'lat': 61.9829132}",0,5.14,61.98,1523722800,53.6,50,0,6.93
554,pangnirtung,ca,"{'lon': -65.712517, 'lat': 66.145111}",6096551,-65.71,66.15,1523721600,3.2,71,5,10.29
555,melito di porto salvo,it,"{'lon': 15.7714, 'lat': 37.922161}",2524181,15.77,37.92,1523721300,74.39,37,0,5.82
556,sterling,us,"{'lon': -71.828682, 'lat': 41.7076}",4843650,-71.83,41.71,1523723700,60.28,46,1,3.36
563,dhankuta,np,"{'lon': 87.333328, 'lat': 26.98333}",1283465,87.33,26.98,1523725183,54.11,83,12,1.1
564,pedernales,do,"{'lon': -71.744034, 'lat': 18.03838}",3495137,-71.74,18.04,1523725184,81.65,87,12,17.6
565,leh,in,"{'lon': 77.583328, 'lat': 34.166672}",1264976,77.58,34.17,1523725184,-2.6,66,68,1.05
566,gangotri,in,"{'lon': 78.93984019999999, 'lat': 30.9946945}",0,78.94,30.99,1523725185,4.07,63,12,1.05
567,husavik,is,"{'lon': -17.33885, 'lat': 66.044891}",2629833,-17.34,66.04,1523721600,50.0,61,40,9.17
568,morgan city,us,"{'lon': -91.206772, 'lat': 29.699369}",4333811,-91.21,29.7,1523722740,64.92,93,90,12.75
569,sorvag,fo,"{'lon': -7.3058656, 'lat': 62.07129279999999}",0,-7.31,62.07,1523723160,46.4,93,75,12.75
570,komsomolskoye,ua,,0,34.02,45.02,1523725187,54.38,69,36,7.31
571,posse,br,"{'lon': -46.369438, 'lat': -14.09306}",3452599,-46.37,-14.09,1523725187,79.13,74,56,6.87
572,cogoleto,it,"{'lon': 8.64286, 'lat': 44.389339}",3178479,8.64,44.39,1523722800,66.2,48,0,12.75
573,tuatapere,nz,"{'lon': 167.683334, 'lat': -46.133331}",2180815,167.68,-46.13,1523725188,43.04,100,20,7.54
574,novovarshavka,ru,"{'lon': 74.694603, 'lat': 54.1721}",1496633,74.69,54.17,1523725189,22.88,78,0,2.77
575,kidal,ml,"{'lon': 1.40778, 'lat': 18.441111}",2455290,1.41,18.44,1523725189,87.59,9,0,7.92
576,samarai,pg,"{'lon': 150.666672, 'lat': -10.61667}",2132606,150.67,-10.62,1523725190,83.09,100,8,10.27
577,moravsky beroun,cz,"{'lon': 17.44212, 'lat': 49.793739}",3070314,17.44,49.79,1523723400,66.2,32,0,8.05
578,mogoytuy,ru,"{'lon': 114.916672, 'lat': 51.283329}",2019892,114.92,51.28,1523725191,20.54,72,0,5.41
579,half moon bay,us,"{'lon': -122.428589, 'lat': 37.463551}",5354943,-122.43,37.46,1523724000,56.62,87,1,5.82
580,rocha,uy,"{'lon': -54.333328, 'lat': -34.48333}",3440777,-54.33,-34.48,1523725192,70.85,64,0,9.82
581,belluru,in,"{'lon': 76.744438, 'lat': 12.99111}",1276506,76.74,12.99,1523725192,73.73,72,64,6.35
582,badou,tg,"{'lon': 0.6000000000000001, 'lat': 7.58333}",2367660,0.6,7.58,1523725193,84.44,66,20,7.31
583,banjar,id,"{'lon': 114.967499, 'lat': -8.19}",1650232,114.97,-8.19,1523725193,73.01,100,44,1.77
587,honningsvag,no,"{'lon': 25.970369, 'lat': 70.982094}",779554,25.97,70.98,1523725194,33.32,100,88,6.08
588,broken hill,au,"{'lon': 141.433334, 'lat': -31.950001}",2173911,141.43,-31.95,1523725194,60.5,73,24,10.33
589,bhuj,in,"{'lon': 69.666672, 'lat': 23.26667}",1275812,69.67,23.27,1523725195,80.3,50,0,9.66
591,matamoros,mx,"{'lon': -103.25, 'lat': 25.533331}",3996426,-103.25,25.53,1523720400,66.2,6,5,16.11
592,walvis bay,na,"{'lon': 14.50528, 'lat': -22.9575}",3359638,14.51,-22.96,1523721600,75.2,47,0,12.75
593,cockburn harbour,tc,"{'lon': -71.5323346, 'lat': 21.499849}",0,-71.53,21.5,1523725197,78.77,97,48,22.19
594,la peca,pe,"{'lon': -78.434998, 'lat': -5.61111}",3695675,-78.44,-5.61,1523725197,65.45,100,100,2.21
595,anta,pe,"{'lon': -72.148331, 'lat': -13.47056}",3947634,-72.15,-13.47,1523723400,59.0,51,75,2.24
596,meulaboh,id,"{'lon': 96.128502, 'lat': 4.1363}",1214488,96.13,4.14,1523725198,76.34,100,36,6.58
597,luau,ao,"{'lon': 22.224661, 'lat': -10.70727}",876177,22.22,-10.71,1523725199,66.44,97,36,2.28
598,yanam,in,"{'lon': 82.216667, 'lat': 16.73333}",1252795,82.22,16.73,1523725199,80.84,90,0,5.79
599,rajur,in,"{'lon': 78.916672, 'lat': 20.116671}",1258788,78.92,20.12,1523725200,78.86,63,64,6.02
600,nouadhibou,mr,"{'lon': -17.034651, 'lat': 20.930981}",2377457,-17.03,20.93,1523721600,73.4,53,0,18.34
601,porto walter,br,"{'lon': -72.743889, 'lat': -8.26861}",3662761,-72.74,-8.27,1523725201,76.79,90,88,3.29
602,swan river,ca,"{'lon': -101.267593, 'lat': 52.105801}",6160362,-101.27,52.11,1523725202,28.46,83,0,9.26
603,coihaique,cl,"{'lon': -72.066193, 'lat': -45.575241}",3894426,-72.07,-45.58,1523721600,59.0,58,40,5.82
604,umm lajj,sa,"{'lon': 37.268501, 'lat': 25.021259}",100926,37.27,25.02,1523725216,71.75,96,0,4.56
605,cockburn town,bs,"{'lon': -74.51667, 'lat': 24.033331}",3572627,-74.52,24.03,1523725218,79.85,88,0,17.31
606,namibe,ao,"{'lon': 12.15222, 'lat': -15.196110000000001}",3347019,12.15,-15.2,1523725207,78.59,99,80,6.8
607,lucea,jm,"{'lon': -78.173561, 'lat': 18.450951}",3489657,-78.17,18.45,1523721600,87.8,66,20,16.11
608,talnakh,ru,"{'lon': 88.397202, 'lat': 69.486504}",1490256,88.4,69.49,1523725221,12.98,81,76,0.76
609,astara,ir,"{'lon': 48.872002, 'lat': 38.4291}",142676,48.87,38.43,1523723400,47.26,100,90,16.11
610,manambrag,ph,"{'lon': 124.1170276, 'lat': 13.7259447}",0,124.12,13.73,1523725210,81.56,96,80,10.89
611,abilene,us,"{'lon': -99.733139, 'lat': 32.448738}",4669635,-99.73,32.45,1523722500,53.01,16,1,28.86
613,mount gambier,au,"{'lon': 140.781906, 'lat': -37.824692}",7839440,140.78,-37.82,1523725211,57.26,84,92,12.12
615,atocha,bo,"{'lon': -66.23333, 'lat': -20.933331}",3923570,-66.23,-20.93,1523725212,64.64,29,0,4.74
616,rawson,ar,"{'lon': -65.10228, 'lat': -43.300159}",3839307,-65.1,-43.3,1523725225,67.52,61,92,16.31
617,formoso do araguaia,br,"{'lon': -50.1832516, 'lat': -11.8031151}",0,-50.18,-11.8,1523725214,76.97,82,92,3.06
618,jasper,ca,"{'lon': -118.08567, 'lat': 52.88332}",5985918,-118.09,52.88,1523725215,27.11,55,76,2.73
619,tabiauea,ki,"{'lon': 173.027965, 'lat': 0.9182079999999999}",0,173.03,0.92,1523721600,82.4,78,75,5.82
620,takestan,ir,"{'lon': 49.6959, 'lat': 36.069599}",113491,49.7,36.07,1523721600,51.8,57,75,4.7
621,la ronge,ca,"{'lon': -105.284218, 'lat': 55.100128}",6050066,-105.28,55.1,1523721600,28.4,63,75,10.29
622,del rio,us,"{'lon': -100.896759, 'lat': 29.36273}",5520076,-100.9,29.36,1523721420,65.32,25,1,13.87
624,lebedyn,ua,"{'lon': 31.52696, 'lat': 48.962421}",703311,31.53,48.96,1523725231,51.14,54,0,9.55
626,belaya gora,ru,"{'lon': 146.416672, 'lat': 68.533333}",2126785,146.42,68.53,1523725220,-4.22,53,0,4.23
627,aksu,kz,"{'lon': 69.833328, 'lat': 42.416672}",1525462,69.83,42.42,1523723400,62.6,45,90,6.71
628,rincon,an,"{'lon': -117.840052, 'lat': 33.7415031}",0,-117.84,33.74,1523721480,68.92,29,1,3.78
629,yerbogachen,ru,"{'lon': 108.010834, 'lat': 61.276669}",2012956,108.01,61.28,1523725235,39.53,98,92,7.81
630,arauco,cl,"{'lon': -73.31752, 'lat': -37.2463}",3899462,-73.32,-37.25,1523721600,60.8,67,0,5.82
631,zdunska wola,pl,"{'lon': 18.964701, 'lat': 51.5952}",7531684,18.96,51.6,1523723400,64.4,45,0,2.24
633,solnechnyy,ru,"{'lon': 137.5, 'lat': 60.416672}",2016305,137.5,60.42,1523725237,8.48,73,0,2.21
639,coquimbo,cl,"{'lon': -71.343613, 'lat': -29.953329}",3893629,-71.34,-29.95,1523721600,60.8,72,75,2.24
640,aksha,ru,"{'lon': 113.286667, 'lat': 50.281391}",2028028,113.29,50.28,1523725238,19.37,65,0,2.77
641,carutapera,br,"{'lon': -46.02, 'lat': -1.195}",3402648,-46.02,-1.2,1523725227,79.49,97,76,3.85
642,colatina,br,"{'lon': -40.630562, 'lat': -19.53944}",3465944,-40.63,-19.54,1523725228,76.97,78,32,4.41
643,benguela,ao,"{'lon': 13.40547, 'lat': -12.57626}",3351663,13.41,-12.58,1523721600,84.2,79,75,6.93
644,xinxiang,cn,"{'lon': 113.867218, 'lat': 35.308891}",1788572,113.87,35.31,1523725229,40.07,77,0,3.33
645,meadow lake,ca,"{'lon': -108.434708, 'lat': 54.13348}",6071421,-108.43,54.13,1523721600,35.6,69,75,11.41
646,qasigiannguit,gl,"{'lon': -51.192211, 'lat': 68.81926}",3420768,-51.19,68.82,1523724600,17.6,78,75,11.41
647,monywa,mm,"{'lon': 95.133331, 'lat': 22.116671}",1308522,95.13,22.12,1523725231,73.91,79,56,2.73
648,alice springs,au,"{'lon': 133.833206, 'lat': -23.731001}",7839681,133.83,-23.73,1523723400,59.0,54,0,6.64
650,tsagveri,ge,"{'lon': 43.4814896, 'lat': 41.8012304}",0,43.48,41.8,1523725245,44.84,97,32,2.55
651,aleksandrov gay,ru,"{'lon': 48.57037, 'lat': 50.147041}",583345,48.57,50.15,1523725234,39.26,57,32,10.11
652,birjand,ir,"{'lon': 59.221142, 'lat': 32.86628}",140463,59.22,32.87,1523721600,64.4,45,0,7.92
653,enshi,cn,"{'lon': 109.48333, 'lat': 30.299999}",1811720,109.48,30.3,1523725235,43.31,100,92,2.77
654,carauari,br,"{'lon': -66.895828, 'lat': -4.88278}",3664659,-66.9,-4.88,1523725236,75.89,96,92,4.41
655,tabou,ci,"{'lon': -7.3528, 'lat': 4.42295}",2281120,-7.35,4.42,1523724964,82.64,100,0,11.61
657,portland,au,"{'lon': 141.600006, 'lat': -38.333328}",2152667,141.6,-38.33,1523725237,60.41,100,92,30.18
659,shitanjing,cn,"{'lon': 106.343887, 'lat': 39.234169}",1794971,106.34,39.23,1523725238,27.38,41,48,0.98
660,mahadday weyne,so,"{'lon': 45.5334515, 'lat': 2.9716241}",0,45.53,2.97,1523725251,78.14,94,56,6.08
661,malim,ph,"{'lon': 123.431198, 'lat': 7.452}",1958659,123.43,7.45,1523725240,82.82,100,56,5.23
662,gushikawa,jp,"{'lon': 127.868607, 'lat': 26.354441}",1863495,127.87,26.35,1523723160,75.2,94,75,14.99
663,karaul,ru,"{'lon': 83.23083489999999, 'lat': 70.070114}",0,83.23,70.07,1523725241,9.65,88,88,4.29
664,tsogni,ga,"{'lon': 10.0303723, 'lat': -2.7404898}",0,10.03,-2.74,1523725242,82.91,93,36,8.93
665,kazalinsk,kz,"{'lon': 62.0999125, 'lat': 45.7640559}",0,62.1,45.76,1523725242,52.22,43,88,18.84
666,kenai,us,"{'lon': -151.258331, 'lat': 60.55444}",5866063,-151.26,60.55,1523721360,27.48,92,1,3.36
667,deniliquin,au,"{'lon': 144.973175, 'lat': -35.529079}",7839721,144.97,-35.53,1523725256,56.9,75,92,15.41
669,vallenar,cl,"{'lon': -70.758057, 'lat': -28.570829}",3868633,-70.76,-28.57,1523725244,71.75,72,0,3.0
671,furano,jp,"{'lon': 142.3832254, 'lat': 43.3421398}",0,142.38,43.34,1523725245,31.61,98,92,2.89
672,bata,gq,"{'lon': 9.76582, 'lat': 1.8639100000000002}",2310046,9.77,1.86,1523721600,82.4,83,40,6.93
673,winnemucca,us,"{'lon': -117.73568, 'lat': 40.972961}",5710360,-117.74,40.97,1523724960,53.6,37,20,3.51
674,kranuan,th,"{'lon': 103.078781, 'lat': 16.70672}",1609430,103.08,16.71,1523721600,84.2,79,8,4.7
675,samalaeulu,ws,"{'lon': -172.3105939, 'lat': -13.4973599}",0,-172.31,-13.5,1523721600,77.0,94,75,11.27
676,norman wells,ca,"{'lon': -126.832901, 'lat': 65.282013}",6089245,-126.83,65.28,1523721600,14.0,78,75,20.8
677,san quintin,mx,"{'lon': -115.949997, 'lat': 30.48333}",3984997,-115.95,30.48,1523725249,72.56,26,0,2.89
678,itoman,jp,"{'lon': 127.669441, 'lat': 26.12472}",1861280,127.67,26.12,1523723160,75.2,94,75,13.87
679,wolgast,de,"{'lon': 13.76667, 'lat': 54.049999}",2806501,13.77,54.05,1523722800,53.6,76,75,14.99
680,sindhnur,in,"{'lon': 76.76667, 'lat': 15.78333}",1256207,76.77,15.78,1523725250,74.63,78,68,3.74
681,uribia,co,"{'lon': -72.266037, 'lat': 11.7139}",3666409,-72.27,11.71,1523725251,92.45,40,20,18.66
682,gigmoto,ph,"{'lon': 124.389999, 'lat': 13.7796}",1712961,124.39,13.78,1523725252,81.56,96,80,10.89
683,lloydminster,ca,"{'lon': -110.001572, 'lat': 53.283459}",6058024,-110.0,53.28,1523721600,32.0,99,75,18.34
685,synya,ru,"{'lon': 58.038738, 'lat': 65.371849}",485215,58.04,65.37,1523725253,31.79,90,64,11.27
686,erenhot,cn,"{'lon': 111.977943, 'lat': 43.653169}",0,111.98,43.65,1523725253,27.29,52,0,7.54
687,mount darwin,zw,"{'lon': 31.583811, 'lat': -16.772511}",885800,31.58,-16.77,1523725254,74.54,57,0,9.37
688,wolsztyn,pl,"{'lon': 16.117121, 'lat': 52.11552}",3081419,16.12,52.12,1523723400,66.2,45,0,10.29
689,feldkirchen an der donau,at,"{'lon': 14.05229, 'lat': 48.344898}",7873235,14.05,48.34,1523722800,69.8,32,12,8.05
691,meyungs,pw,"{'lon': 134.4488579, 'lat': 7.352715099999999}",0,134.45,7.35,1523721000,79.68,83,90,5.82
692,gargzdai,lt,"{'lon': 21.40333, 'lat': 55.71278}",599506,21.4,55.71,1523722800,60.8,59,0,3.36
693,saint-pierre,pm,"{'lon': -56.169491, 'lat': 46.765442}",3424934,-56.17,46.77,1523721600,37.4,86,75,24.16
694,suhl,de,"{'lon': 10.7, 'lat': 50.599998}",2824948,10.7,50.6,1523724600,62.6,51,0,8.05
695,pokrovsk-uralskiy,ru,"{'lon': 59.82534159999999, 'lat': 60.14923249999999}",0,59.83,60.15,1523725257,40.61,65,76,12.62
696,filadelfia,py,"{'lon': -60.033329, 'lat': -22.35}",3867291,-60.03,-22.35,1523725258,79.85,83,44,7.65
697,turkistan,kz,"{'lon': 68.2346884, 'lat': 43.3050854}",0,68.23,43.31,1523725258,64.64,37,48,6.24
698,cabedelo,br,"{'lon': -34.833889, 'lat': -6.98111}",3404558,-34.83,-6.98,1523725259,80.12,100,32,5.91
699,igarka,ru,"{'lon': 86.583328, 'lat': 67.466667}",1505991,86.58,67.47,1523725259,7.49,82,64,7.58
700,chaplynka,ua,"{'lon': 33.540272, 'lat': 46.36507}",710935,33.54,46.37,1523725260,52.31,57,0,12.8
701,onega,ru,"{'lon': 38.14035, 'lat': 63.906071}",515246,38.14,63.91,1523725261,37.19,78,8,7.14
702,santa barbara,mx,"{'lon': -105.816673, 'lat': 26.799999}",3984629,-105.82,26.8,1523725261,59.15,14,0,10.16
703,manokwari,id,"{'lon': 134.083328, 'lat': -0.86667}",1636308,134.08,-0.87,1523725262,81.74,100,48,6.31
704,hearst,ca,"{'lon': -83.666542, 'lat': 49.68351}",5973108,-83.67,49.68,1523725263,19.19,50,0,6.42
705,mogadishu,so,"{'lon': 45.34375, 'lat': 2.03711}",53654,45.34,2.04,1523725263,82.64,100,24,10.67
706,runkel,de,"{'lon': 8.16667, 'lat': 50.400002}",2843042,8.17,50.4,1523724600,62.78,62,40,8.05
707,tshikapa,cd,"{'lon': 20.799999, 'lat': -6.41667}",204953,20.8,-6.42,1523725265,68.96,100,100,3.4
708,fairbanks,us,"{'lon': -147.716385, 'lat': 64.837784}",5861897,-147.72,64.84,1523721480,23.02,79,40,4.9
709,doha,qa,"{'lon': 51.533333, 'lat': 25.286667}",290030,51.53,25.29,1523721600,82.4,45,0,13.87
710,hofn,is,"{'lon': -15.2082, 'lat': 64.253868}",2630299,-15.21,64.25,1523725266,42.41,98,92,5.53
711,darhan,mn,"{'lon': 109.416672, 'lat': 46.616669}",2031966,109.42,46.62,1523725267,29.99,65,0,8.93
714,merrill,us,"{'lon': -89.683456, 'lat': 45.180519}",5262680,-89.68,45.18,1523722500,26.85,54,92,14.99
715,wilmington,us,"{'lon': -75.546593, 'lat': 39.745949}",4145381,-75.55,39.75,1523722500,76.32,41,1,6.93
720,inhambane,mz,"{'lon': 35.383331, 'lat': -23.865}",1045114,35.38,-23.86,1523725268,74.72,95,0,10.27
721,victoria,ro,"{'lon': 24.683331, 'lat': 45.73333}",662986,24.68,45.73,1523723400,69.8,43,0,5.82
724,hohhot,cn,"{'lon': 111.652222, 'lat': 40.810558}",2036892,111.65,40.81,1523721600,33.8,50,0,4.47
725,balabac,ph,"{'lon': 117.064499, 'lat': 7.9868}",1728675,117.06,7.99,1523725270,83.81,98,0,9.89
726,the valley,ai,"{'lon': -63.057831, 'lat': 18.217039}",3573374,-63.06,18.22,1523721600,79.74,74,40,16.11
727,sept-iles,ca,"{'lon': -66.38208, 'lat': 50.200111}",6144312,-66.38,50.2,1523721600,19.4,34,20,23.04
728,port said,eg,"{'lon': 32.284119, 'lat': 31.25654}",358619,32.28,31.26,1523721600,73.4,60,0,6.93
729,dawson creek,ca,"{'lon': -120.23616, 'lat': 55.766602}",5935804,-120.24,55.77,1523721600,39.94,56,1,14.99
730,toliary,mg,"{'lon': 43.6854936, 'lat': -23.3516191}",0,43.69,-23.35,1523725272,79.58,76,24,7.65
731,camopi,gf,"{'lon': -52.31575, 'lat': 3.16548}",3382226,-52.32,3.17,1523725273,76.25,95,92,3.85
732,krasnoarmeysk,kz,"{'lon': 52.1499999, 'lat': 51.433333}",0,52.15,51.43,1523721600,39.2,60,0,6.71
733,viking,ca,"{'lon': -111.76844, 'lat': 53.10014}",6174254,-111.77,53.1,1523725274,35.66,92,36,9.33
735,nelson bay,au,"{'lon': 152.149994, 'lat': -32.716671}",2155562,152.15,-32.72,1523723400,68.0,45,0,14.99
736,lavrentiya,ru,"{'lon': -171, 'lat': 65.583328}",4031637,-171.0,65.58,1523725275,20.99,100,68,20.67
737,salym,ru,"{'lon': 71.478889, 'lat': 60.0625}",1493162,71.48,60.06,1523725276,31.79,80,88,11.95
738,hwange,zw,"{'lon': 26.50194, 'lat': -18.36927}",889942,26.5,-18.37,1523725277,76.16,53,0,7.36
739,kaeo,nz,"{'lon': 173.783325, 'lat': -35.099998}",2189343,173.78,-35.1,1523725277,62.3,91,0,8.88
740,labuan,my,"{'lon': 115.199997, 'lat': 5.33333}",1734240,115.2,5.33,1523723400,80.6,94,75,1.12
741,xingyi,cn,"{'lon': 104.895467, 'lat': 25.09204}",0,104.9,25.09,1523725278,51.86,84,76,6.8
742,basco,ph,"{'lon': 121.98333, 'lat': 20.450001}",1726451,121.98,20.45,1523725279,80.84,98,20,12.91
744,conway,us,"{'lon': -92.442101, 'lat': 35.088699}",4106458,-92.44,35.09,1523723700,53.11,66,90,10.29
750,bowen,au,"{'lon': 148.233337, 'lat': -20.01667}",2174444,148.23,-20.02,1523721600,71.6,94,90,6.93
751,pavlovka,ru,"{'lon': 56.55426, 'lat': 55.42094}",512109,56.55,55.42,1523725280,27.11,88,0,6.35
755,leeton,au,"{'lon': 146.399994, 'lat': -34.566669}",2160413,146.4,-34.57,1523725281,58.07,65,92,16.98
